image_path,mask_path,true_class,predicted_class,correct,lung_attention_fraction,lung_area_fraction,lung_attention_enrichment,representative_type,distance_to_one
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/COVID/images/COVID-3506.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/COVID/masks/COVID-3506.png,COVID,COVID,True,0.030922535013940346,0.179931640625,0.17185712811004025,low,
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/COVID/images/COVID-1361.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/COVID/masks/COVID-1361.png,COVID,COVID,True,0.364051310817772,0.36383056640625,1.000606723106589,mid,0.0006067231065889356
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/COVID/images/COVID-585.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/COVID/masks/COVID-585.png,COVID,COVID,True,0.3577981462299148,0.1219482421875,2.9340164303458076,high,1.9340164303458076
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Lung_Opacity/images/Lung_Opacity-2529.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Lung_Opacity/masks/Lung_Opacity-2529.png,Lung_Opacity,Lung_Opacity,True,0.0117364434716671,0.20550537109375,0.057110154392573144,low,
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Lung_Opacity/images/Lung_Opacity-796.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Lung_Opacity/masks/Lung_Opacity-796.png,Lung_Opacity,Lung_Opacity,True,0.2647933136545249,0.2763671875,0.9581213893365141,mid,0.04187861066348586
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Lung_Opacity/images/Lung_Opacity-3630.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Lung_Opacity/masks/Lung_Opacity-3630.png,Lung_Opacity,Lung_Opacity,True,0.15545838562284034,0.10162353515625,1.5297478618886584,high,0.5297478618886584
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Normal/images/Normal-2884.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Normal/masks/Normal-2884.png,Normal,Normal,True,0.06929748929767461,0.33489990234375,0.2069200044930018,low,
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Normal/images/Normal-217.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Normal/masks/Normal-217.png,Normal,Normal,True,0.1991975227343995,0.19921875,0.9998934474511034,mid,0.00010655254889657684
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Normal/images/Normal-8964.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Normal/masks/Normal-8964.png,Normal,Normal,True,0.36587737691997174,0.1312255859375,2.7881557876543335,high,1.7881557876543335
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Viral Pneumonia/images/Viral Pneumonia-348.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Viral Pneumonia/masks/Viral Pneumonia-348.png,Viral Pneumonia,Viral Pneumonia,True,0.10156216780115818,0.23321533203125,0.43548666769279654,low,
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Viral Pneumonia/images/Viral Pneumonia-700.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Viral Pneumonia/masks/Viral Pneumonia-700.png,Viral Pneumonia,Viral Pneumonia,True,0.22364403584485185,0.22308349609375,1.0025126903644468,mid,0.00251269036444679
/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Viral Pneumonia/images/Viral Pneumonia-898.png,/Users/berfinaktas/Projects/covid_project_folders/jun26_bds_int_covid/data/raw/Viral Pneumonia/masks/Viral Pneumonia-898.png,Viral Pneumonia,Viral Pneumonia,True,0.29311718442844786,0.2518310546875,1.1639437590101043,high,0.16394375901010427
